연번,년도,구분,시도,시군구,설립주체,운영방식,개관년도,도서관명,주소,상세주소,전화번호,팩스,홈페이지,봉사대상지역,대출권수_어린이_총류,대출권수_어린이_철학,대출권수_어린이_종교,대출권수_어린이_사회과학,대출권수_어린이_순수과학,대출권수_어린이_기술과학,대출권수_어린이_예술,대출권수_어린이_언어,대출권수_어린이_문학,대출권수_어린이_역사,대출권수_청소년_총류,대출권수_청소년_철학,대출권수_청소년_종교,대출권수_청소년_사회과학,대출권수_청소년_순수과학,대출권수_청소년_기술과학,대출권수_청소년_예술,대출권수_청소년_언어,대출권수_청소년_문학,대출권수_청소년_역사,대출권수_성인_총류,대출권수_성인_철학,대출권수_성인_종교,대출권수_성인_사회과학,대출권수_성인_순수과학,대출권수_성인_기술과학,대출권수_성인_예술,대출권수_성인_언어,대출권수_성인_문학,대출권수_성인_역사,도서_국내_총류,도서_국내_철학,도서_국내_종교,도서_국내_사회과학,도서_국내_순수과학,도서_국내_기술과학,도서_국내_예술,도서_국내_언어,도서_국내_문학,도서_국내_역사,시설_도서관부지면적,시설_연면적,개관일수,행정구역코드,법정구역코드,AGE,총_국내도서권수,총_대출권수
427,2018,공공(일반),인천광역시,연수구,지자체,직영,2018,선학별빛도서관,인천광역시 연수구 넘말로 30 (선학동),선학별빛도서관,032-749-6710,032-749-6719,,인천 연수구,155,58,48,707,1851,137,556,153,2502,826,16.0,27.0,8.0,87.0,178.0,42.0,57.0,22.0,337.0,71.0,596.0,688.0,312.0,2476.0,3474.0,1354.0,1611.0,640.0,8566.0,2253,1180,1232,655,4392,3195,2090,1228,653,11026,2659,437.0,1772.58,134,23040,28185,1,28310,29808.0
485,2018,공공(일반),경기도,수원시,지자체,직영,1995,수원시선경도서관,경기도 수원시 팔달구 신풍로23번길 68 (신풍동),선경도서관,031-228-4721,031-228-3746,https://www.suwonlib.go.kr/sk,경기 수원시,554,414,429,2177,2377,1030,627,896,9159,1915,326.0,544.0,212.0,1256.0,855.0,763.0,339.0,292.0,3580.0,642.0,5540.0,9018.0,4003.0,23714.0,7141.0,12346.0,7605.0,5994.0,49826.0,12293,22591,21477,14519,96560,23523,42966,23386,16511,124025,40465,11056.0,8562.0,324,31010,41110,24,426023,165867.0
486,2018,공공(일반),경기도,수원시,지자체,직영,1980,수원시중앙도서관,경기도 수원시 팔달구 팔달산로 318 (교동),수원시중앙도서관,031-228-4788,031-228-3745,http://suwonlib.go.kr/ct,경기 수원시,159,163,80,666,930,396,161,360,1933,595,106.0,211.0,29.0,448.0,326.0,196.0,123.0,90.0,910.0,274.0,2411.0,4042.0,3291.0,9934.0,3375.0,5407.0,2013.0,2770.0,18625.0,4483,15627,12340,8796,54529,15198,24041,16707,11591,69911,23809,3438.0,2712.0,323,31010,41110,39,252549,64507.0
487,2018,공공(일반),경기도,수원시,지자체,직영,1999,수원시영통도서관,경기도 수원시 영통구 청명로 151 (영통동),151 (영통도서관),031-228-4758,031-228-3756,http://www.suwonlib.go.kr/yt,경기 수원시,1997,1945,1240,8021,13694,3463,1743,7903,49410,8572,728.0,1264.0,277.0,3591.0,2317.0,1796.0,1112.0,1362.0,10194.0,1567.0,8133.0,11555.0,5134.0,38194.0,22300.0,21673.0,8446.0,19724.0,113280.0,22027,12439,13963,9433,49900,18696,22643,15255,13336,87101,24371,9572.0,4136.0,324,31010,41110,20,267137,392662.0
488,2018,공공(일반),경기도,수원시,지자체,직영,2006,수원시서수원도서관,경기도 수원시 권선구 탑동로57번길 35 (탑동),탑동로57번길 35,031-228-4746,031-228-3758,http://www.suwonlib.go.kr/seo/,경기 수원시,877,607,361,2633,3960,1104,558,1098,11016,2661,271.0,547.0,156.0,1488.0,1036.0,756.0,535.0,369.0,5229.0,734.0,3881.0,5779.0,2813.0,16878.0,7855.0,8617.0,3527.0,4362.0,42534.0,9380,11480,10568,6789,37757,13786,15898,10582,8551,67181,18146,2634.0,4587.0,324,31010,41110,13,200738,141622.0
489,2018,공공(일반),경기도,수원시,지자체,직영,2006,수원시북수원도서관,경기도 수원시 장안구 만석로 65 (정자동),만석로 65,031-228-4776,031-228-3761,https://www.suwonlib.go.kr/buk,경기 수원시,1489,1721,568,6610,9697,2754,1751,3343,31491,6559,1056.0,1548.0,242.0,3856.0,3030.0,1929.0,1097.0,963.0,10631.0,1591.0,8591.0,11432.0,4059.0,33010.0,14694.0,17227.0,9745.0,10319.0,90671.0,17785,9843,10778,6707,39887,13416,16794,18312,9363,63593,19287,4530.0,4480.0,325,31010,41110,13,207980,309459.0
490,2018,공공(일반),경기도,성남시,지자체,직영,2001,성남시중앙도서관,경기도 성남시 분당구 판교로 546 (야탑동),중앙도서관,031-729-4500,031-729-4629,https://www.snlib.go.kr/ct,경기 성남시,2709,1323,1128,10031,13449,1429,1445,6936,53836,7708,1332.0,1007.0,328.0,3316.0,3512.0,1365.0,1276.0,1258.0,16994.0,3432.0,17032.0,18297.0,8018.0,62469.0,23531.0,29403.0,20716.0,17447.0,154516.0,34749,17585,15873,9768,67645,20013,26601,18545,14681,102709,25689,58586.0,13018.0,297,31020,41130,18,319109,519992.0
491,2018,공공(일반),경기도,성남시,지자체,직영,1999,성남시분당도서관,경기도 성남시 분당구 불정로 110 (정자동),110,031-729-4800,031-715-2686,http://bd.snlib.net,경기 성남시,2973,1479,1691,11225,18299,1920,1497,9991,65411,11685,1410.0,1259.0,406.0,3725.0,4752.0,1993.0,1531.0,1660.0,20982.0,4239.0,18496.0,18057.0,9627.0,62254.0,32214.0,27772.0,20004.0,21634.0,177510.0,45656,17255,14856,11466,64318,19124,29277,18144,15830,92741,22529,4052.0,8525.0,293,31020,41130,20,305540,601352.0
492,2018,공공(일반),경기도,성남시,지자체,위탁,2000,성남시수정도서관,경기도 성남시 수정구 수정로332번길 32 (산성동),332번길 32(산성동 2224번지),031-743-9600,031-745-9922,http://sj.snlib.go.kr,경기 성남시,1243,564,427,5253,5446,726,672,3176,25913,4594,486.0,482.0,75.0,1584.0,1117.0,532.0,435.0,462.0,5464.0,1259.0,10292.0,10094.0,3726.0,34027.0,13751.0,12413.0,11617.0,9188.0,77196.0,14463,16220,16533,12767,64865,21943,23216,15998,13844,105138,28469,6188.0,7922.7,296,31020,41130,19,318993,256677.0
493,2018,공공(일반),경기도,성남시,지자체,위탁,2000,성남시중원도서관,경기도 성남시 중원구 원터로17번길 46 (성남동),성남시중원도서관,031-752-3913,031-752-1616,https://www.snlib.go.kr/jw,경기 성남시,2309,929,411,6235,5769,902,1036,2803,24262,3875,635.0,431.0,105.0,1274.0,1329.0,606.0,2835.0,489.0,5869.0,1314.0,13021.0,12443.0,4733.0,37887.0,14481.0,14800.0,10288.0,8638.0,89956.0,18042,17214,16048,11929,62300,20687,23748,16994,16375,112452,27541,8264.0,13164.0,295,31020,41130,19,325288,287707.0
494,2018,공공(일반),경기도,부천시,지자체,직영,1994,부천시립원미도서관,경기도 부천시 소사로 456 (원미동),15(소사로 456),032-625-4736,032-625-4719,http://www.bcl.go.kr/,경기 부천시,2336,1368,785,6318,11291,2377,1320,5947,37915,8811,292.0,492.0,131.0,1080.0,166.0,822.0,259.0,160.0,3019.0,427.0,4239.0,7151.0,1898.0,15689.0,2406.0,11939.0,3756.0,2328.0,52584.0,6198,10194,12006,6799,35680,13075,28976,9180,7711,78524,15564,4961.0,4396.0,297,31050,41190,25,217709,193504.0
495,2018,공공(일반),경기도,부천시,지자체,직영,1985,부천시립심곡도서관,경기 부천시 소사구 심곡본동,성무로24,032-625-4581,032-625-4599,http://www.bcl.go.kr/,경기 부천시,265,211,65,1086,1598,309,198,1708,5507,1311,103.0,149.0,66.0,356.0,53.0,179.0,89.0,86.0,978.0,195.0,1178.0,1711.0,757.0,4094.0,609.0,2052.0,1020.0,990.0,11238.0,2237,4091,9188,5945,21869,8682,9239,6676,6470,52580,25470,3553.0,2450.0,296,31050,41190,34,150210,40398.0
496,2018,공공(일반),경기도,부천시,지자체,직영,1999,부천시립북부도서관,경기도 부천시 삼작로301번길 5 (도당동),부천시립북부도서관,032-625-4605,032-625-4619,http://www.bcl.go.kr/,경기 부천시,1698,619,493,3200,6574,933,781,5094,21178,3946,213.0,209.0,76.0,627.0,690.0,240.0,144.0,317.0,2798.0,459.0,1714.0,3033.0,827.0,7481.0,440.0,4730.0,3108.0,2751.0,21667.0,2782,4281,6527,3494,18638,9387,8279,15853,7847,51674,8321,1083.0,2778.0,297,31050,41190,20,134301,98822.0
497,2018,공공(일반),경기도,부천시,지자체,직영,2002,부천시립꿈빛도서관,경기도 부천시 원미구 신흥로275번길,19 (꿈빛도서관),032-625-4622,032-625-4639,http://www.bcl.go.kr/,경기 부천시,1095,978,733,8125,8745,1865,976,24489,33570,7900,254.0,428.0,94.0,1285.0,1317.0,696.0,303.0,1507.0,6114.0,837.0,3829.0,6060.0,1671.0,18025.0,1979.0,9390.0,3783.0,2248.0,36835.0,5392,6358,8350,4885,43347,11551,11836,7059,9011,61755,12241,6259.0,4055.0,297,31050,41190,17,176393,190523.0
498,2018,공공(일반),경기도,부천시,지자체,직영,2007,부천시립책마루도서관,경기도 부천시 심중로 121 (중동),1192-3(심중로 121),032-625-4645,032-625-4649,http://www.bcl.go.kr/,경기 부천시,1326,1020,968,5498,10810,1746,1152,24702,32694,7794,165.0,301.0,122.0,763.0,156.0,487.0,171.0,184.0,2141.0,333.0,1670.0,3045.0,1231.0,7716.0,1581.0,4925.0,1730.0,1864.0,21652.0,3365,3391,4707,2654,15465,6850,6799,3372,4633,38285,7872,595.0,1593.0,297,31050,41190,12,94028,141312.0
499,2018,공공(일반),경기도,안양시,지자체,직영,2003,안양시석수도서관,경기도 안양시 만안구 양화로217번길 34 (석수동),34 (석수도서관),031-8045-6103,031-8045-6533,http://www.anyanglib.or.kr,경기 안양시,1799,2957,1448,7931,4920,3275,1643,2631,17090,4643,1661.0,2729.0,1337.0,7321.0,4541.0,3022.0,1516.0,2428.0,15775.0,4286.0,10385.0,17060.0,8358.0,45756.0,28381.0,18892.0,9477.0,15176.0,98598.0,26788,19969,20271,11873,59670,30753,24235,14678,11891,207561,37763,13713.0,10652.0,297,31040,41170,16,438664,371824.0
500,2018,공공(일반),경기도,안양시,지자체,직영,1992,안양시만안도서관,경기도 안양시 만안구 냉천로,51 (안양시립만안도서관),031-8045-6151,031-8045-6159,http://www.anyanglib.or.kr/,경기 안양시,533,545,282,1446,960,823,353,482,7402,1035,355.0,363.0,188.0,964.0,636.0,549.0,236.0,321.0,5034.0,690.0,3500.0,3631.0,1877.0,9643.0,6361.0,8490.0,2356.0,3212.0,49346.0,6898,12582,12847,9069,47805,19919,33316,17007,11187,94515,21530,11475.0,4190.0,296,31040,41170,27,279777,118511.0
501,2018,공공(일반),경기도,안양시,지자체,직영,2006,안양시박달도서관,경기도 안양시 만안구 박달로,459 (안양시립박달도서관),031-8045-6181,031-8045-6179,http://www.anyanglib.or.kr/,경기 안양시,1448,1527,954,4927,3341,1989,1124,2221,13743,2931,724.0,763.0,477.0,2464.0,1670.0,995.0,562.0,1110.0,6872.0,1466.0,5066.0,5344.0,3341.0,17246.0,11692.0,6961.0,3935.0,7772.0,48101.0,10259,3951,5122,2784,14904,6538,5882,3886,3319,32556,7673,674.0,2504.0,290,31040,41170,13,86615,171025.0
502,2018,공공(일반),경기도,안양시,지자체,직영,1994,안양시평촌도서관,경기 안양시 동안구 관양동,1589-2,031-8045-6212,031-8045-6209,http://www.anyanglib.or.kr,경기 안양시,2176,3576,1752,9593,5950,3961,1987,3182,20671,5616,2009.0,3301.0,1617.0,8855.0,5492.0,3656.0,1834.0,2936.0,19080.0,5184.0,12561.0,20634.0,10109.0,55342.0,34327.0,22850.0,11462.0,18355.0,119252.0,32401,10611,10823,7308,39327,11205,15111,9839,7366,77343,18225,10000.0,3642.0,296,31040,41170,25,207158,449721.0
503,2018,공공(일반),경기도,안양시,지자체,직영,1998,안양시호계도서관,경기도 안양시 동안구 경수대로685번길 26 (호계동),26 (안양시립호계도서관),031-8045-6261,031-8045-6264,http://lib.anyang.go.kr,경기 안양시,304,117,127,665,1303,140,87,1033,4856,909,108.0,161.0,68.0,486.0,113.0,312.0,99.0,87.0,991.0,236.0,5956.0,6152.0,3232.0,21089.0,14192.0,11210.0,3901.0,11163.0,71322.0,14973,8712,7330,4913,21019,9428,9927,13682,6280,71490,13341,5220.0,2951.0,297,31040,41170,21,166122,175392.0
504,2018,공공(일반),경기도,안산시,지자체,직영,2006,안산시중앙도서관,경기도 안산시 단원구 안산천남로 14 (고잔동),14 (중앙도서관),031-481-2702,031-481-3622,http://lib.iansan.net,경기 안산시,1574,1129,965,8165,11587,1889,3230,4663,39433,6429,882.0,1062.0,269.0,3199.0,3805.0,1593.0,1336.0,1026.0,15986.0,2536.0,17578.0,15241.0,7206.0,50530.0,21956.0,25027.0,14913.0,14855.0,137582.0,23963,12417,15766,11010,52847,19477,20372,12948,11684,106475,25911,11334.0,6668.0,297,31090,41270,13,288907,439609.0
505,2018,공공(일반),경기도,안산시,지자체,직영,1993,안산시관산도서관,경기도 안산시 단원구 관산길 29 (원곡동),관산도서관,031-481-2752,031-481-3633,http://www.lib.iansan.go.kr,경기 안산시,1273,638,400,2853,4828,662,1992,1384,12617,2957,580.0,481.0,122.0,1426.0,1739.0,578.0,549.0,408.0,8095.0,952.0,4265.0,5178.0,2092.0,15074.0,8032.0,6630.0,4534.0,4853.0,56006.0,8536,6941,11871,6879,38929,12319,13466,10029,8573,71251,18471,6916.0,3737.0,297,31090,41270,26,198729,159734.0
506,2018,공공(일반),경기도,안산시,지자체,직영,1997,안산시성포도서관,경기 안산시 상록구 성포동,산47-1,031-481-2757,031-481-3631,http://lib.iansan.net,경기 안산시,353,368,206,2139,2871,608,845,1179,10064,1951,270.0,382.0,64.0,1307.0,1554.0,572.0,259.0,361.0,5402.0,927.0,3051.0,5626.0,2045.0,15030.0,5973.0,7240.0,3606.0,4364.0,42309.0,8178,6075,10187,5547,30091,9035,10992,8476,7349,54013,13353,4400.0,2811.47,295,31090,41270,22,155118,129104.0
507,2018,공공(일반),경기도,안산시,지자체,직영,1997,안산시 감골도서관,경기도 안산시 상록구 감골공원안길 16-1 (사동),16-1 (사동),031-481-3706,031-481-3632,http://lib.iansan.net,경기 안산시,1475,458,341,3886,4213,662,729,2263,14391,3190,673.0,823.0,162.0,1917.0,2601.0,858.0,669.0,832.0,8892.0,1531.0,6945.0,10342.0,4381.0,23538.0,9156.0,10553.0,5447.0,8884.0,80326.0,13925,6370,10726,6857,31200,11741,12800,8093,7530,62453,15885,12169.0,3351.0,297,31090,41270,22,173655,224063.0
508,2018,공공(일반),경기도,용인시,지자체,직영,1993,용인중앙도서관,경기도 용인시 처인구 명지로 27 (역북동),27,031-324-4610,031-324-4609,http://lib.yongin.go.kr/yongin/,경기 용인시,1645,981,867,4873,7348,2129,1041,7682,23234,4559,597.0,709.0,278.0,2408.0,2295.0,1092.0,715.0,1449.0,8938.0,1587.0,7640.0,10660.0,4584.0,32325.0,15511.0,18344.0,6754.0,15233.0,86289.0,17945,13564,14613,7433,49909,18584,22392,9668,13175,117746,25644,8643.0,4461.0,325,31190,41460,26,292728,289712.0
509,2018,공공(일반),경기도,용인시,지자체,직영,2004,용인시수지도서관,경기도 용인시 수지구 문정로7번길,23,031-324-8971,031-324-8979,http://lib.yongin.go.kr/suji,경기 용인시,5686,2875,1833,11470,17150,3869,1724,11170,72362,12058,2038.0,1860.0,435.0,5792.0,6346.0,2593.0,1442.0,1848.0,25019.0,5296.0,24577.0,25897.0,9901.0,85341.0,51942.0,40714.0,15564.0,34300.0,261635.0,56403,13492,12352,5766,43188,16281,19767,10713,9851,82019,21237,15538.0,5059.0,325,31190,41460,15,234666,799140.0
510,2018,공공(일반),경기도,용인시,지자체,직영,2006,용인시포곡도서관,경기도 용인시 처인구 포곡읍 포곡로278번길 8,8 (포곡도서관),031-324-4631,031-324-4635,http://www.yonginlib.go.kr/pogok,경기 용인시,2114,791,505,4146,6758,1461,1045,2623,26005,4762,549.0,438.0,111.0,1553.0,1710.0,689.0,402.0,424.0,8004.0,1297.0,4505.0,4646.0,1964.0,14806.0,9644.0,8683.0,3731.0,4848.0,53016.0,9771,8449,8179,4010,25290,10825,10950,7678,4671,57993,12814,2747.0,2733.0,326,31190,41460,13,150859,181001.0
511,2018,공공(일반),경기도,용인시,지자체,직영,2007,용인시구성도서관,경기도 용인시 기흥구 구성로77번길 17 (언남동),구성로 77번길 17,031-324-4131,031-324-4139,http://www.yonginlib.go.kr/guseong,경기 용인시,2096,1180,592,5053,6331,1512,969,2650,21844,4238,675.0,738.0,228.0,2019.0,2401.0,1041.0,586.0,802.0,9398.0,1696.0,7411.0,10124.0,4223.0,27128.0,15687.0,13096.0,6186.0,9303.0,80178.0,17216,7208,8382,3493,26476,9680,10053,8784,5397,52942,11063,8937.0,2775.0,322,31190,41460,12,143478,256601.0
512,2018,공공(일반),경기도,용인시,지자체,직영,2006,용인시구갈희망누리도서관,경기도 용인시 기흥구 갈곡로12번길 1 (구갈동),근린공원 내,031-324-6561,031-324-6562,http://lib.yonginlib.go.kr/gugal,경기 용인시,1159,420,200,2014,3355,546,237,1827,9658,2306,298.0,174.0,76.0,471.0,630.0,229.0,83.0,328.0,2631.0,658.0,2137.0,1475.0,523.0,5456.0,6889.0,2485.0,671.0,3980.0,23652.0,4382,1675,1337,589,5932,4395,1293,798,960,19486,3940,357.0,264.0,296,31190,41460,13,40405,78950.0
513,2018,공공(일반),경기도,용인시,지자체,직영,2007,용인시디지털정보도서관,경기도 용인시 처인구 용인대로,735(삼가동 556)  문화복지행정타운 문화예술원 내,031-324-4621,031-324-4624,http://.yonginlib.go.kr,경기 용인시,42,32,44,37,134,24,333,35,540,138,30.0,15.0,6.0,97.0,44.0,22.0,144.0,14.0,223.0,72.0,555.0,701.0,272.0,1295.0,425.0,593.0,1450.0,330.0,4738.0,867,355,826,311,1798,370,1062,654,396,3806,916,383.0,383.0,309,31190,41460,12,10494,13252.0
514,2018,공공(일반),경기도,평택시,지자체,직영,1992,평택시립도서관,경기도 평택시 비전로 27 (비전동),610  시립도서관,031-8024-5477,031-8024-5479,http://www.ptlib.net,경기 평택시,678,1471,514,3196,4609,1570,3224,2411,18815,3086,335.0,564.0,134.0,1316.0,1610.0,704.0,1292.0,550.0,7501.0,1192.0,3885.0,8499.0,2462.0,21574.0,9648.0,11255.0,11998.0,5752.0,65998.0,11560,4727,6520,2890,20213,11460,8928,8628,5071,64506,14120,2210.0,2616.0,324,31070,41220,27,147063,207403.0
515,2018,공공(일반),경기도,평택시,지자체,직영,1994,평택시립도서관 팽성분관,경기도 평택시 팽성읍 안정로95번길 15-25,팽성도서관,031-8024-5481,031-8024-5489,http://www.ptlib.go.kr,경기 평택시,641,373,231,1654,2959,674,2410,1406,7739,1807,83.0,59.0,11.0,222.0,351.0,139.0,599.0,156.0,1089.0,273.0,1805.0,3099.0,1339.0,8809.0,5267.0,5235.0,8311.0,4092.0,27177.0,5548,2830,4804,1952,14732,7474,7723,6083,2472,45607,9471,2000.0,969.0,325,31070,41220,25,103148,93558.0
516,2018,공공(일반),경기도,평택시,지자체,직영,2005,평택시립안중도서관,경기도 평택시 안중읍 서동대로 1531,평택시립안중도서관,031-8024-8346,031-8024-8349,http://www.ptlib.go.kr,경기 평택시,469,389,440,4008,5678,1265,5328,1535,15510,3013,240.0,337.0,43.0,1237.0,1198.0,668.0,4395.0,267.0,6587.0,773.0,3647.0,5200.0,1533.0,18598.0,9131.0,10355.0,21322.0,4292.0,54798.0,9175,6312,8368,3959,30643,14555,12268,13928,5394,68208,17658,4841.0,4200.3,325,31070,41220,14,181293,191431.0
517,2018,공공(일반),경기도,광명시,지자체,직영,2004,광명시 광명도서관,경기도 광명시 원광명안로 48 (광명동),48 (광명시광명도서관),02-2680-5411,02-2680-6531,http://gmlib.gm.go.kr,경기 광명시,854,1314,512,5001,4774,1899,1024,2371,22910,3188,324.0,612.0,115.0,1390.0,563.0,790.0,369.0,307.0,3604.0,656.0,3532.0,6758.0,2704.0,18797.0,6289.0,9631.0,3375.0,5100.0,46962.0,8430,11764,15415,11522,54574,15505,24849,15013,12740,73744,19459,5027.0,9965.63,296,31060,41210,15,254585,164155.0
518,2018,공공(일반),경기도,광명시,지자체,직영,1993,광명시하안도서관,경기도 광명시 철망산로 46 (하안동),철망산로 46 (하안도서관),02-2680-2874,02-2680-2877,http://gmlib.gm.go.kr,경기 광명시,2270,1643,785,7143,10826,3624,2290,2185,42409,7404,702.0,864.0,219.0,2418.0,1413.0,1078.0,689.0,534.0,6935.0,1143.0,7505.0,9810.0,4383.0,28648.0,13044.0,15355.0,5468.0,5892.0,92241.0,17729,14142,18836,13057,61519,16544,28021,15323,14419,93621,25064,2970.0,7329.0,294,31060,41210,26,300546,296649.0
519,2018,공공(일반),경기도,시흥시,지자체,직영,2002,시흥시중앙도서관,경기도 시흥시 정왕대로,191 (시흥시중앙도서관),031-310-5230,031-310-5239,http://lib.siheung.go.kr,경기 시흥시,571,504,588,3177,4162,1014,652,227,16223,3281,312.0,568.0,208.0,1813.0,1452.0,791.0,463.0,746.0,7521.0,1359.0,5655.0,10779.0,3113.0,32620.0,12595.0,14388.0,6178.0,9129.0,83499.0,16222,8358,9699,5666,28170,12204,12283,7525,6459,66152,13111,5103.0,3904.0,323,31150,41390,17,169627,239810.0
520,2018,공공(일반),경기도,시흥시,지자체,직영,1996,시흥시대야도서관,경기도 시흥시 대야동,173번길 14,031-310-5271,031-310-5279,http://www.shcitylib.or.kr/,경기 시흥시,403,641,279,2233,1554,1187,618,432,9552,1781,146.0,259.0,59.0,764.0,691.0,420.0,248.0,113.0,3244.0,479.0,2032.0,3598.0,1406.0,10076.0,3070.0,4564.0,2221.0,1995.0,28942.0,4907,6143,9997,5306,28504,11821,13223,7995,5109,75957,17641,4146.0,1317.0,301,31150,41390,23,181696,87914.0
521,2018,공공(일반),경기도,군포시,지자체,직영,1994,군포시 산본도서관,경기도 군포시 광정로 96 (산본동),광정로 96 (산본동),031-395-4316,031-395-4317,http://www.gunpolib.go.kr,경기 군포시,3222,1177,1155,9753,12957,1167,999,6123,32838,8367,572.0,915.0,115.0,2129.0,1782.0,1159.0,674.0,399.0,7307.0,1012.0,15033.0,14468.0,6073.0,50285.0,24902.0,24646.0,10210.0,17343.0,133600.0,27162,12754,11386,7751,43642,16692,17349,11350,8316,80843,20995,6200.0,3586.71,295,31160,41410,25,231078,417544.0
522,2018,공공(일반),경기도,군포시,지자체,직영,1993,군포시 당동도서관,경기도 군포시 산본로197번길 36 (당동),36 (당동도서관),031-390-8810,031-390-8829,http://www.gunpolib.go.kr,경기 군포시,252,77,145,707,866,132,103,470,2042,521,48.0,86.0,3.0,269.0,213.0,125.0,84.0,45.0,949.0,91.0,1733.0,2369.0,1128.0,6444.0,2466.0,3074.0,1395.0,2194.0,21004.0,3656,5164,6331,3774,20692,8212,9886,6053,4678,46071,10035,1037.0,1751.52,247,31160,41410,26,120896,52691.0
523,2018,공공(일반),경기도,군포시,지자체,직영,2003,군포시 대야도서관,경기도 군포시 대야2로 139 (대야미동),139,031-390-8665,031-390-8675,http://www.gunpolib.go.kr,경기 군포시,594,207,273,1653,2530,219,228,1019,6301,1898,65.0,75.0,18.0,234.0,201.0,90.0,186.0,65.0,1032.0,199.0,3282.0,3393.0,1393.0,10403.0,5927.0,5560.0,3035.0,4185.0,28574.0,6992,4766,5466,3327,19456,9727,9208,5670,4945,42472,10812,1473.0,3823.69,355,31160,41410,16,115849,89831.0
524,2018,공공(일반),경기도,화성시,지자체,위탁,1998,화성시태안도서관,경기 화성시 안녕동,용주로 22,031-223-4764,031-236-7822,Http://www.hscitylib.or.kr,경기 화성시,315,298,156,1575,2579,458,399,761,7950,1406,210.0,368.0,117.0,938.0,639.0,544.0,392.0,254.0,4998.0,659.0,1189.0,2074.0,841.0,5718.0,3324.0,3222.0,1921.0,2360.0,27429.0,3317,4190,5765,2877,17443,6982,8494,5085,4027,42237,8852,4423.0,4438.0,296,31240,41590,21,105952,76411.0
525,2018,공공(일반),경기도,화성시,지자체,위탁,1994,화성시남양도서관,경기 화성시 남양동,역골중앙로 143,031-356-5241,031-356-5357,http://www.hscitylib.or.kr,경기 화성시,628,491,285,3220,4535,583,869,2069,10824,2370,197.0,328.0,85.0,866.0,611.0,477.0,285.0,362.0,4780.0,434.0,2795.0,4202.0,1668.0,14017.0,7327.0,8293.0,3040.0,4611.0,49183.0,6649,5571,6845,4128,22876,10406,10678,6188,5955,63143,12011,4556.0,4550.0,322,31240,41590,25,147801,136084.0
526,2018,공공(일반),경기도,화성시,지자체,위탁,2004,화성시삼괴도서관,경기도 화성시 우정읍 조암리 ,쌍봉로 109-26,031-358-2101,031-358-2102,www.hscitylib.or.kr,경기 화성시,453,464,346,1898,2776,611,738,1413,16542,1917,183.0,500.0,99.0,1224.0,532.0,514.0,262.0,427.0,4058.0,449.0,1996.0,2335.0,883.0,7137.0,4361.0,4549.0,2005.0,2954.0,34459.0,4353,4369,4620,2111,14613,6967,7228,4463,4037,40362,8899,6612.0,1965.0,322,31240,41590,15,97669,100438.0
527,2018,공공(일반),경기도,화성시,지자체,위탁,2005,화성시병점도서관,경기도 화성시 병점3로,132 6 (병점도서관),031-226-1822,031-226-1824,http://www.hscitylib.or.kr,경기 화성시,585,519,510,3610,5977,619,756,5954,28428,3551,506.0,897.0,213.0,2361.0,1442.0,1123.0,902.0,917.0,9677.0,965.0,3484.0,4996.0,1921.0,19698.0,9581.0,10531.0,4439.0,10205.0,70331.0,9508,6001,6712,3947,21575,10331,9662,6111,5957,52180,11721,48951.0,2630.0,323,31240,41590,14,134197,214206.0
528,2018,공공(일반),경기도,이천시,지자체,직영,1997,이천시립도서관,경기도 이천시 설봉로81번길 50 (창전동),50 (이천시립도서관),031-644-4351,031-631-2419,http://www.icheonlib.go.kr,경기 이천시,675,1144,481,3096,1216,1795,691,775,10986,1647,450.0,763.0,321.0,2064.0,811.0,1197.0,461.0,517.0,7324.0,1098.0,3374.0,5721.0,2404.0,15482.0,6079.0,8976.0,3457.0,3875.0,54928.0,8237,11058,12251,7150,39134,13495,16135,11746,10041,95953,17387,5711.0,3296.0,297,31210,41500,22,234350,150045.0
529,2018,공공(일반),경기도,이천시,지자체,직영,2002,이천시청미도서관,경기도 이천시 장호원읍 서동대로8829번길 53-6,(장호원리 371),031-644-4371,031-643-0822,http://www.icheonlib.go.kr,경기 이천시,240,224,139,763,1469,327,241,300,4534,794,70.0,245.0,39.0,449.0,483.0,292.0,85.0,80.0,2338.0,312.0,784.0,1829.0,425.0,4938.0,1963.0,2669.0,951.0,1331.0,17676.0,2715,3820,6234,2327,18735,6690,8941,4754,4412,43404,8990,3305.8,1955.4,297,31210,41500,17,108307,48705.0
530,2018,공공(일반),경기도,김포시,지자체,직영,1998,중봉도서관,경기도 김포시 봉화로130번길 26 (북변동),김포시중봉도서관,031-980-5187,031-980-5199,http://lib.gimpo.go.kr,경기 김포시,1536,718,397,4416,5985,1642,877,2619,23225,5030,506.0,665.0,182.0,2441.0,1468.0,1202.0,528.0,846.0,9027.0,1484.0,11739.0,11037.0,4548.0,43079.0,26351.0,20412.0,8859.0,13768.0,149481.0,27920,17391,16378,8931,59377,22623,25300,16908,10423,146567,30478,3816.0,4932.0,327,31230,41570,21,354376,381988.0
